city,house_type,adjusted_occupancy_rate,adj_airbnb_yroi,rent_yroi,roi_ratio,house_price,annual_airbnb_rent,adj_airbnb_new,annual_rent,service_cost,service_cost_new,local_annual_taxes,price_per_night,buy_eur_m2,rent_eur_m2,house_size,number_airbnb_house,airbnb_yroi_original
Noto,5BR_3BT,0.38831077928138125,0.29085583552867905,0.06462616822429906,4.500589212085128,243104,87157.62000000001,76918.73486934205,19357.44,26408.75886,2563.9578289780684,3646.56,542.7,1712,11.36,142,10,0.23488836522640522
Carini,4BR_2BT,0.3435137657489501,0.13621239000499483,0.05113636363636364,2.6637089600976767,144144,28881.233333333337,22547.95732228963,9533.16,8751.013700000001,751.5985774096542,2162.16,179.83333333333334,1232,6.79,117,6,0.12465353835978836
Palazzolo Acreide,4BR_1BT,0.2975968268782081,0.09010718760446554,0.08764864864864864,1.0280499356661195,79920,12848,8689.827344843676,8203.68,3892.944,289.66091149478916,1198.8,80,740,6.33,108,1,0.09705025025025026
Borgetto,1BR_1BT,0.29451703219785347,0.3268158159067442,0.09362800565770862,3.4905775639560113,30401,16060,10749.871675221651,3302.3999999999996,4866.18,358.3290558407217,456.015,100,707,6.4,43,3,0.35320565112989705
Monreale,4BR_2BT,0.3255949603359776,0.17854499350949107,0.0576923076923077,3.094779887497845,121680,32923,24362.642907139525,8845.2,9975.669,812.0880969046508,1825.2,205,1040,6.3,117,1,0.17358753287310977
Librizzi,1BR_1.5BT,0.27575828278114795,0.2683688365948153,0.17472332015810277,1.5359646116613115,24035,11242,7045.62412505833,4560,3406.326,234.85413750194434,360.525,70,506,8,47.5,1,0.31101098398169336
Nicolosi,7BR_8BT,0.3415538964069062,0.38532849340765424,0.06813790255986789,5.655127013472328,265209,141488.6,109831.7786980868,22048.920000000002,42871.0458,3661.0592899362264,3978.1349999999998,881,1211,8.39,219,1,0.35684844481145067
Trapani,4BR_1BT,0.3153289780681288,0.040385590615477626,0.07016129032258063,0.5756107168183019,100440,8030,5754.753849743351,8553.599999999999,2433.09,191.82512832477835,1506.6,50,930,6.6,108,1,0.040723914774990044
Messina,2BR_1.5BT,0.3263415772281848,0.11716295330498758,0.07248091603053435,1.6164662330651263,84364,15551.433333333332,11534.271095815833,7380.24,4712.0842999999995,384.4757031938611,1265.46,96.83333333333333,1048,7.64,80.5,6,0.11348310930412656
Acquedolci,3BR_1BT,0.315142323845077,0.15821766430094275,0.07189655172413793,2.2006293835622732,85376,21359.8,15298.584111059263,7418.88,6472.019399999999,509.9528037019754,1280.6399999999999,133,928,6.72,92,3,0.15937898941154424
Francavilla di Sicilia,4BR_1BT,0.28537097526831545,0.049296546896873544,0.1132758620689655,0.4351902161367832,65772,6745.2,4374.737050863276,8436.96,2043.7956,145.82456836210918,986.5799999999999,42,609,6.51,108,2,0.05648033205619412
Augusta,2BR_2BT,0.31616892207186187,0.19869222591904967,0.06666134185303513,2.980621457592263,79815,24554.437837837842,17643.977598340294,6517.799999999999,7439.994664864866,588.1325866113432,1197.225,152.8918918918919,939,6.39,85,37,0.1994264007138129
Raccuja,4BR_3BT,0.2707186187587494,0.41435716882503915,0.1732300884955752,2.3919468749542494,56952,41113.6,25295.947736817547,10720.08,12457.4208,843.1982578939183,854.28,256,452,7.09,126,1,0.4881637027672426
Augusta,3BR_3BT,0.31616892207186187,0.35652577719848527,0.06666134185303513,5.348313839593861,103290,55246.4,39698.169855342974,8434.8,16739.6592,1323.2723285114325,1549.35,344,939,6.39,110,7,0.35780221512247073
Agrigento,5BR_3.5BT,0.31327578161455905,0.3269344010921826,0.06535242290748898,5.002636268818702,133022,66086.9,47053.239209052736,10688.64,20024.3307,1568.4413069684244,1995.33,411.5,908,6.08,146.5,2,0.3312778284794996
San Filippo del Mela,3BR_1BT,0.2897573495100327,0.12814266885142292,0.058170731707317076,2.202871875433266,60352,13570.7,8936.841052263182,4416,4111.9221,297.89470174210607,905.28,84.5,656,4,92,2,0.14172683423913043
Alcamo,7BR_4BT,0.31392907139524034,0.12193021961216204,0.09713114754098363,1.255315341154748,167445,33244.2,23718.910989267384,18775.800000000003,10072.9926,790.6303663089128,2511.6749999999997,207,915,8.55,183,1,0.12338100510615425
Malfa,1BR_1BT,0.4831311245916939,0.20713499354851692,0.01750733137829912,11.831328777226847,117304,24549.39069767442,26955.851672291614,3813.24,7438.465381395348,898.5283890763872,1759.56,152.86046511627907,2728,7.39,43,43,0.1308682169088784
Pantelleria,3BR_3.5BT,0.47183854409706016,0.3056892113695402,0.02403337169159954,12.719364361030904,298501.5,92345,99027.1144423705,11651.52,27980.535,3300.903814745683,4477.5225,575,2607,8.48,114.5,2,0.20062526486466567
Alcamo,2BR_2.5BT,0.31392907139524034,0.257135369013681,0.09713114754098362,2.6473008455416944,81892.5,32312.72,23054.32314512366,9182.7,9790.75416,768.4774381707887,1228.3875,201.2,915,8.55,89.5,5,0.2600186627591049
Terrasini,3BR_4BT,0.374778348110126,0.0658412450919629,0.054457562220804084,1.2090376874565638,186473,18308.4,15594.527064862343,12951.96,5547.4452,519.8175688287447,2797.095,114,1567,9.07,119,1,0.053433257361655585
Gallodoro,6BR_5.5BT,0.25755949603359773,0.6050237892792065,0.44532154340836005,1.358622321858791,56135.5,61509.8,36005.529748016794,25840.379999999997,18637.4694,1200.184324933893,842.0324999999999,383,311,11.93,180.5,1,0.7487293798042237
Pagliara,2BR_1BT,0.2836910872608493,0.07414032590186392,0.148248730964467,0.5001076597386472,44916,6424,4141.8898740084,7332.48,1946.472,138.06299580028,673.74,40,591,8.04,76,1,0.08468670406981924
Castelbuono,1BR_2BT,0.31756882874475034,0.23345540084190053,0.02927672955974843,7.974094250024099,49608,17666,12750.388474101726,2196.48,5352.798,425.0129491367242,744.12,110,954,3.52,52,2,0.2332100064505725
Pollina,3BR_3BT,0.330727951469902,0.22695756267763967,0.0773835616438356,2.9328911445331385,120450,40109.85,30148.74664605693,11127.599999999999,12153.284549999998,1004.958221535231,1806.75,249.75,1095,8.43,110,4,0.21710100000000002
Malvagna,1BR_2BT,0.283971068595427,0.08231396532901433,0.12055555555555555,0.6827886524987364,30888,4818,3109.4832011199255,4187.04,1459.854,103.64944003733085,463.32,30,594,6.71,52,1,0.09372008547008545
Palermo,2BR_3BT,0.3618058796080261,0.30202496117979477,0.058361344537815135,5.175085727918729,134232,53536.48235294118,44022.30474733057,9847.44,16221.554152941177,1467.4101582443523,2013.48,333.3529411764706,1428,8.73,94,17,0.2629883202217057
San Vito Lo Capo,2BR_3BT,0.4966635557629491,0.04891527355057425,0.08741559345631744,0.5595714862362373,270062,15819.1,17856.29648856743,27658.56,4793.1873,595.2098829522477,4050.93,98.5,2873,24.52,94,2,0.025827338537076673
Alcamo,2BR_1BT,0.31392907139524034,0.16236040754818246,0.0971311475409836,1.6715586262344524,69540,17882.81,12758.940766448904,7797.6,5418.49143,425.29802554829683,1043.1,111.35,915,8.55,76,160,0.16423955378199598
Campofelice di Roccella,4BR_1BT,0.38308446103593097,0.049239031040427816,0.06920289855072462,0.7115168883328838,178848,13651,11885.195403639758,15059.519999999997,4136.253,396.1731801213253,2682.72,85,1656,11.62,108,1,0.03820018675076042
Mascali,5BR_1BT,0.3431404573028465,0.05655895517003711,0.10070032573289904,0.561656129296503,152272,14454,11272.164022398507,17617.920000000002,4379.562,375.7388007466169,2284.08,90,1228,11.84,124,1,0.05116080435011033
Cinisi,3BR_1BT,0.31794213719085396,0.05691389443675426,0.05151356993736952,1.1048330470194647,88136,9073.9,6556.761724218386,5862.24,2749.3916999999997,218.55872414061287,1322.04,56.5,958,5.31,92,4,0.056758512979940084
Viagrande,3BR_2BT,0.3532197853476435,0.17295384369346162,0.045359281437125754,3.8129758279614636,134936,32682.1,26236.282606159588,8144.64,9902.6763,874.542753538653,2024.04,203.5,1336,6.72,101,2,0.15381650337937985
Gratteri,3BR_1BT,0.29031731217918805,0.11114149930286622,0.1387160120845922,0.8012160790427683,60904,12045,7947.436420905273,9361.920000000002,3649.6349999999998,264.9145473635091,913.56,75,662,8.48,92,1,0.12284587219230264
Modica,7BR_5BT,0.3198086794213719,0.1292218333194965,0.054202453987730055,2.3840587245136313,187776,38544,28015.240317312182,12994.559999999998,11678.832,933.8413439104061,2816.64,240,978,5.64,192,1,0.12807029652351737
San Marco d'Alunzio,2BR_1BT,0.25457302846476904,0.2482421432704336,0.2860752688172043,0.8677511491881347,21204,9980.142857142859,5774.261799213386,6384,3023.983285714286,192.47539330711288,318.06,62.142857142857146,279,7,76,7,0.31305883660764816
Licodia Eubea,1BR_1BT,0.2751983201119925,0.35623485387795856,0.11964000000000001,2.977556451671335,21500,13201.32,8256.775198320112,2894.76,3999.9999599999996,275.2258399440037,322.5,82.2,500,5.61,43,5,0.4129683739534884
Campofelice di Roccella,2BR_1.5BT,0.38308446103593097,0.11376909751560217,0.06920289855072463,1.6439932415867122,133308,20396.2,17757.88019132058,11224.92,6180.0486,591.929339710686,1999.62,127,1656,11.62,80.5,9,0.09164139736549945
Linguaglossa,4BR_1BT,0.2941437237517499,0.2037107329021845,0.08315078236130868,2.449895564626391,75924,25696,17177.993467102195,7452,7785.888,572.5997822367398,1138.86,160,703,5.75,108,1,0.2208952636847374
Fiumedinisi,1BR_1BT,0.26847876808212784,0.20804342583702334,0.21210280373831777,0.9808612718467282,18404,6959.333333333334,4246.439181832322,4179.6,2108.6780000000003,141.54797272774405,276.06,43.333333333333336,428,8.1,43,3,0.2485652756647106
Partinico,1BR_2BT,0.2953569762015866,0.17533093784054757,0.052541899441340786,3.3369737239189807,37232,10920.8,7330.760149323379,2514.7200000000003,3309.0024,244.35867164411263,558.48,68,716,4.03,52,2,0.1894423506660937
Calatabiano,3BR_1BT,0.2982501166588894,0.26521597487761917,0.0964859437751004,2.7487524555474367,68724,29389.8,19921.616542230517,7661.76,8905.1094,664.0538847410172,1030.86,183,747,6.94,92,3,0.2830718613584774
Giardini-Naxos,3BR_1.5BT,0.38065795613625764,0.06569031480315461,0.056190184049079765,1.1690710026110056,157295,15176.7,13129.844552029866,11197.86,4598.5401,437.6614850676622,2359.4249999999997,94.5,1630,9.67,96.5,6,0.052250452334784966
Portopalo di Capo Passero,1BR_2BT,0.3948436770881941,0.09550224239022068,0.038602693602693604,2.473978716955564,92664,11804.1,10592.668747083528,4967.04,3576.6423,353.0889582361176,1389.96,73.5,1782,7.96,52,2,0.0737880698005698
San Giuseppe Jato,2BR_1BT,0.27379841343910405,0.18156512522062648,0.12034020618556701,1.508765282823676,36860,12045,7495.231567895474,4988.639999999999,3649.6349999999998,249.84105226318246,552.9,75,485,5.47,76,2,0.2127635648399349
Letojanni,2BR_1BT,0.4118292113859076,0.0905782805567356,0.05141547861507127,1.761692840299354,149264,17417.605333333333,16302.451519676466,9913.439999999999,5277.5344159999995,543.4150506558822,2238.96,108.45333333333333,1964,10.87,76,75,0.0663328794440276
Belmonte Mezzagno,1BR_1.5BT,0.28555762949136726,0.14122159573603874,0.08496726677577741,1.6620705960651,29022.5,7227,4690.284064395707,2901.3,2189.781,156.34280214652355,435.3375,45,611,5.09,47.5,1,0.15856254630028427
Modica,2BR_2.5BT,0.3198086794213719,0.23380280519028226,0.054202453987730055,4.313509592078779,87531,30995.8,22528.922421838546,6057.36,9391.7274,750.9640807279516,1312.965,193,978,5.64,89.5,10,0.2318162433880568
Monreale,1BR_1BT,0.3255949603359776,0.2725385010856164,0.057692307692307696,4.724000685484017,44720,17976.124137931034,13302.125967464239,3250.7999999999997,5446.7656137931035,443.40419891547464,670.8,111.93103448275862,1040,6.3,43,29,0.26517349114798594
Aci Sant'Antonio,2BR_2BT,0.34986000933271116,0.13737580160317117,0.03872307692307693,3.5476468431490362,110500,21905.84,17418.13042463836,5936.400000000001,6637.46952,580.6043474879452,1657.5,136.4,1300,5.82,85,5,0.12317529846153848
San Pietro Clarenza,1BR_2BT,0.34407372841810546,0.12266387593581056,0.03598546042003231,3.4087065860501338,64376,11723.8,9167.84449370042,3282.24,3552.3113999999996,305.5948164566807,965.64,73,1238,5.26,52,1,0.11193377345594631
Rosolini,4BR_2BT,0.29946336910872606,0.044413325873741666,0.13042105263157897,0.340538011138455,88920,8030,5465.20648623425,12930.840000000002,2433.09,182.17354954114168,1333.8,50,760,9.21,117,1,0.0479432073774179
Alcamo,6BR_6BT,0.31392907139524034,0.19583070288298904,0.09713114754098363,2.016147320820646,169275,51745.32,36919.00058329445,18981.000000000004,15678.83196,1230.6333527764816,2539.125,322.2,915,8.55,185,5,0.19806446929552501
Milazzo,1BR_2BT,0.3511665888940737,0.2751376375478102,0.04563926940639269,6.028528526560324,68328,25696,20508.128791413903,4143.36,7785.888,683.6042930471301,1024.92,160,1314,6.64,52,2,0.24711965811965816
Motta d'Affermo,1BR_1BT,0.2616658889407373,0.3680471685723796,0.21080281690140845,1.7459309793972708,15265,10171.333333333334,6048.843132680044,3446.88,3081.914,201.62810442266812,228.975,63.333333333333336,355,6.68,43,6,0.44942314663172833
Favignana,3BR_2BT,0.514302379841344,0.0922847008572647,0.012237099934683221,7.5413865499051065,309262,29364.442105263155,34323.187403295924,8423.400000000001,8897.425957894735,1144.1062467765307,4638.929999999999,182.8421052631579,3062,6.95,101,19,0.05118018426889957
Favignana,1BR_2BT,0.514302379841344,0.09999283413799033,0.012237099934683214,8.171285245010045,159224,16204.54,18940.985195986937,4336.8,4909.97562,631.3661731995646,2388.36,100.9,3062,6.95,52,10,0.055935062427774705
Pantelleria,4BR_4.5BT,0.47183854409706016,0.12233114427980313,0.024033371691599543,5.090053357871626,363676.5,48180,51666.32057862809,14195.52,14598.539999999999,1722.2106859542696,5455.1475,300,2607,8.48,139.5,1,0.07733882310240008
Furci Siculo,4BR_2BT,0.33623425104993,0.14755173785772988,0.10000866551126517,1.4753895285314989,135018,29711,22704.217802146522,15528.24,9002.432999999999,756.8072600715508,2025.27,185,1154,11.06,117,2,0.13837634241360414
Altofonte,2BR_1BT,0.30086327578161454,0.11115995709699336,0.038574193548387085,2.8817182388416085,58900,11242,7687.056696220251,3155.5199999999995,3406.326,256.2352232073417,883.5,70,775,3.46,76,1,0.11803351443123938
Paceco,3BR_1BT,0.2989034064395707,0.1978478827907199,0.08431034482758622,2.3466620044707063,69368,22484,15273.964069062062,6888.960000000001,6812.652,509.13213563540205,1040.52,140,754,6.24,92,1,0.21091609964248645
Alia,4BR_4BT,0.2548530097993467,1.2829088523290286,0.2969148936170213,4.320796564633776,38070,88249.7,51115.23104293047,11874.599999999999,26739.659099999997,1703.841034764349,571.05,549.5,282,7.33,135,2,1.6007089808247963
Castellammare del Golfo,3BR_2.5BT,0.3974568362109193,0.19130324102926072,0.042016574585635354,4.553042291426193,190955,45115.216666666674,40753.07109387153,10887.599999999999,13669.910650000002,1358.4357031290508,2864.325,280.9166666666667,1810,8.6,105.5,12,0.1496739075523902
Scicli,6BR_7.5BT,0.35060662622491834,0.15747654454405174,0.0980275229357798,1.606452349583682,259638,58137.2,46325.65352309846,29346.239999999998,17615.5716,1544.1884507699485,3894.5699999999997,362,1308,12.32,198.5,1,0.14106971398639645
Butera,3BR_1BT,0.29274381707886143,0.20530017484531196,0.08319767441860466,2.4676191525781728,63296,21681,14424.951586560897,6215.52,6569.343,480.8317195520299,949.4399999999999,135,688,5.63,92,1,0.2237458449191102
Calascibetta,1BR_1BT,0.2703453103126458,0.1583045730171606,0.12401785714285714,1.2764659595336205,19264,5621,3453.66133924405,2678.04,1703.163,115.12204464146834,288.96,35,448,5.19,43,1,0.18837609011627907
Portopalo di Capo Passero,1BR_1.5BT,0.3948436770881941,0.23187933853024603,0.03860269360269361,6.006817579021636,84645,24090,21617.69132057863,4537.200000000001,7299.2699999999995,720.5897106859543,1269.675,150,1782,7.96,47.5,1,0.1833664717348928
Giarre,7BR_4BT,0.3084227718152123,0.040575218147932905,0.04570093457943926,0.8878421966930102,156648,12848,9005.9449370042,9508.68,3892.944,300.19816456680667,2349.72,80,856,4.33,183,1,0.04216674327153874
Capaci,2BR_1BT,0.3433271115258983,0.1411305594779471,0.0474390243902439,2.9749886573757482,93480,19349.709677419352,15098.363482757062,5836.8,5862.962032258064,503.27878275856875,1402.2,120.48387096774194,1230,6.4,76,31,0.12927415110356535
Noto,7BR_8BT,0.38831077928138125,1.3553529740021486,0.06462616822429905,20.97220075462472,374928,602250,531500.3791413906,29854.079999999994,182481.75,17716.67930471302,5623.92,3750,1712,11.36,219,1,1.1045969626168224
San Vito Lo Capo,2BR_1.5BT,0.4966635557629491,0.09863213493672691,0.08741559345631744,1.128312821968251,231276.5,24084.98125,27186.664609338543,23686.32,7297.74931875,906.2221536446181,3469.1475,149.96875,2873,24.52,80.5,32,0.05758511751626301
San Vito Lo Capo,1BR_1BT,0.4966635557629491,0.1251414193502061,0.08741559345631744,1.431568606952725,123539,15866.613148788927,17909.92841907425,12652.32,4807.5837840830445,596.9976139691416,1853.085,98.79584775086505,2873,24.52,43,289,0.0745185274666776
Comiso,5BR_2BT,0.2809846010265982,0.19920849869399768,0.0919750889679715,2.1658962326567366,74746,25936.9,16563.339769015398,7995.959999999999,7858.880700000001,552.1113256338466,1121.19,161.5,562,5.01,133,2,0.22685935434672092
Acireale,5BR_2BT,0.33604759682687824,0.0515525549697759,0.0528125,0.9761430526821472,153216,13811.6,10548.534064395708,10389.96,4184.9148,351.6178021465236,2298.24,86,1152,6.51,133,1,0.04783080879281537
Altavilla Milicia,4BR_3.5BT,0.3590060662622492,0.20717934901409796,0.03229613733905579,6.414988481100973,182439,51392,41931.908539430704,8628.66,15571.776,1397.73028464769,2736.585,320,1398,5.51,130.5,1,0.18134082624877357
Naso,2BR_3BT,0.29946336910872606,0.19945682413787816,0.09363157894736843,2.130230274659744,71440,23287,15849.098810079327,7760.64,7055.961,528.303293669311,1071.6,145,760,6.88,94,1,0.2121981942889138
Castellammare del Golfo,6BR_6BT,0.3974568362109193,0.17346112936953476,0.04201657458563536,4.1283976878219315,334850,72270,65282.2853476435,19092,21897.809999999998,2176.0761782547834,5022.75,450,1810,8.6,185,1,0.13543210392713156
Caronia,2BR_1BT,0.3078628091460569,0.19202110599949762,0.08057647058823529,2.383091547664958,64600,19772.694117647057,13834.720807828497,6174.24,5991.126317647058,461.1573602609499,969,123.11764705882354,850,6.77,76,17,0.1983369628482972
Trapani,7BR_1BT,0.3153289780681288,0.03139608321558087,0.07016129032258064,0.44748440445195725,145080,9716.3,6963.252158189454,12355.199999999999,2944.0388999999996,232.1084052729818,2176.2,60.5,930,6.6,156,2,0.03167949476151089
Patti,1BR_3BT,0.3114092393840411,0.16755797512627796,0.06824324324324324,2.4553049820484296,54168,14454,10229.79351376575,4509.12,4379.562,340.993117125525,812.52,90,888,6.16,61,1,0.17098504652193175
Valderice,3BR_3BT,0.322515165655623,0.31716056670085424,0.05340119165839125,5.9392039175780615,110770,51927.33333333333,38062.16480012444,7576.799999999999,15733.981999999998,1268.7388266708147,1661.55,323.3333333333333,1007,5.74,110,3,0.3117432638199271
Corleone,6BR_7.5BT,0.2932104526364909,0.22566076263906235,0.07123376623376625,3.1678903779777206,137560.5,51392,34246.98086794214,11862.36,15571.776,1141.5660289314046,2063.4075,320,693,4.98,198.5,1,0.24539614569589382
Porto Empedocle,2BR_1.5BT,0.31728884741017266,0.1103955561971359,0.03850157728706625,2.8672995751324932,76555.5,13771.45,9930.744312879142,4095.84,4172.74935,331.02481042930475,1148.3325,85.75,951,4.24,80.5,4,0.11038224751977324
